Office_Record_No,Office_name,Address_1,Address_2,City,State,Zip_Code,Phone_number_2,Office_contact,HandicapAccess,Fax_number2
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2384,Hospitalist Services - Tower Health Medical Group,Hospitalist,420 South 5th Avenue,West Reading,PA,19611,,Karen Tripp,FALSE,
2385,Reading Hospital,Hospitalist Office,PO Box 16052,Reading,PA,19612-6052,,,FALSE,
2391,Reading Hospital,Hospitalist Office,,,,,,,FALSE,
2391,Reading Hospital,Hospitalist Office,,,,,,,FALSE,
2438,Reading Hospital,Hospitalist Office,,West Reading,PA,19611,,Karen Tripp,FALSE,
2438,Reading Hospital,Hospitalist Office,,West Reading,PA,19611,,Karen Tripp,FALSE,
2473,Reading Hospital,Joint Care Center,PO Box 16052,Reading,PA,19612-6052,,,FALSE,
2567,Education Fund - Tower Health Medical Group,420 S 5th Avenue,,West Reading,PA,19611-2143,,,FALSE,
2567,Education Fund - Tower Health Medical Group,420 S 5th Avenue,,West Reading,PA,19611-2143,,,FALSE,
2567,Education Fund - Tower Health Medical Group,420 S 5th Avenue,,West Reading,PA,19611-2143,,,FALSE,
2567,Education Fund - Tower Health Medical Group,420 S 5th Avenue,,West Reading,PA,19611-2143,,,FALSE,
2633,Reading Hospital,Operating Room,PO Box 16052,Reading,PA,19612-6052,,,FALSE,
2634,Reading Hospital Operating Room,420 S. 5th Avenue,,West Reading,PA,19611,,,FALSE,
2726,Reading Hospital,Pediatric Hospitalist,PO Box 16052,Reading,PA,19612-6052,,,FALSE,
2726,Reading Hospital,Pediatric Hospitalist,PO Box 16052,Reading,PA,19612-6052,,,FALSE,
2731,Reading Hospital,Pediatric Hospitalist,PO Box 16052,Reading,PA,19612-6052,,,FALSE,
2731,Reading Hospital,Pediatric Hospitalist,PO Box 16052,Reading,PA,19612-6052,,,FALSE,
2750,Pediatric Hospitalist - Tower Health Medical Group,420 South 5th Avenue,,West Reading,PA,19611-2143,(484)628-4831,Robert Paul,FALSE,
2750,Pediatric Hospitalist - Tower Health Medical Group,420 South 5th Avenue,,West Reading,PA,19611-2143,(484)628-4831,Robert Paul,FALSE,
2750,Pediatric Hospitalist - Tower Health Medical Group,420 South 5th Avenue,,West Reading,PA,19611-2143,(484)628-4831,Robert Paul,FALSE,
2750,Pediatric Hospitalist - Tower Health Medical Group,420 South 5th Avenue,,West Reading,PA,19611-2143,(484)628-4831,Robert Paul,FALSE,
2750,Pediatric Hospitalist - Tower Health Medical Group,420 South 5th Avenue,,West Reading,PA,19611-2143,(484)628-4831,Robert Paul,FALSE,
2750,Pediatric Hospitalist - Tower Health Medical Group,420 South 5th Avenue,,West Reading,PA,19611-2143,(484)628-4831,Robert Paul,FALSE,
2799,Reading Hospital,Reading Hosptial,420 South 5th Avenue,West Reading,PA,19612-6052,,,FALSE,
2799,Reading Hospital,Reading Hosptial,420 South 5th Avenue,West Reading,PA,19612-6052,,,FALSE,
2909,Reading Hospital,Spruce Pavilion,PO Box 16052,Reading,PA,19612-6052,,,FALSE,
2914,Hematology Oncology - Tower Health Medical Group,McGlinn Family Regional Cancer Center,Bldg N Ground - 420 S 5th Avenue,West Reading,PA,19611-2143,,Sharon Gaspari,FALSE,
2914,Hematology Oncology - Tower Health Medical Group,McGlinn Family Regional Cancer Center,Bldg N Ground - 420 S 5th Avenue,West Reading,PA,19611-2143,,Sharon Gaspari,FALSE,
2914,Hematology Oncology - Tower Health Medical Group,McGlinn Family Regional Cancer Center,Bldg N Ground - 420 S 5th Avenue,West Reading,PA,19611-2143,,Sharon Gaspari,FALSE,
2914,Hematology Oncology - Tower Health Medical Group,McGlinn Family Regional Cancer Center,Bldg N Ground - 420 S 5th Avenue,West Reading,PA,19611-2143,,Sharon Gaspari,FALSE,
2914,Hematology Oncology - Tower Health Medical Group,McGlinn Family Regional Cancer Center,Bldg N Ground - 420 S 5th Avenue,West Reading,PA,19611-2143,,Sharon Gaspari,FALSE,
2914,Hematology Oncology - Tower Health Medical Group,McGlinn Family Regional Cancer Center,Bldg N Ground - 420 S 5th Avenue,West Reading,PA,19611-2143,,Sharon Gaspari,FALSE,
2914,Hematology Oncology - Tower Health Medical Group,McGlinn Family Regional Cancer Center,Bldg N Ground - 420 S 5th Avenue,West Reading,PA,19611-2143,,Sharon Gaspari,FALSE,
2914,Hematology Oncology - Tower Health Medical Group,McGlinn Family Regional Cancer Center,Bldg N Ground - 420 S 5th Avenue,West Reading,PA,19611-2143,,Sharon Gaspari,FALSE,
2914,Hematology Oncology - Tower Health Medical Group,McGlinn Family Regional Cancer Center,Bldg N Ground - 420 S 5th Avenue,West Reading,PA,19611-2143,,Sharon Gaspari,FALSE,
2914,Hematology Oncology - Tower Health Medical Group,McGlinn Family Regional Cancer Center,Bldg N Ground - 420 S 5th Avenue,West Reading,PA,19611-2143,,Sharon Gaspari,FALSE,
2918,Neonatology Outpatient- Tower Health Medical Group,301 South Seventh Avenue,Suite 3120,West Reading,PA,19611-1412,(484)628-8843,Gayle Baumann,FALSE,
2918,Neonatology Outpatient- Tower Health Medical Group,301 South Seventh Avenue,Suite 3120,West Reading,PA,19611-1412,(484)628-8843,Gayle Baumann,FALSE,
2918,Neonatology Outpatient- Tower Health Medical Group,301 South Seventh Avenue,Suite 3120,West Reading,PA,19611-1412,(484)628-8843,Gayle Baumann,FALSE,
2918,Neonatology Outpatient- Tower Health Medical Group,301 South Seventh Avenue,Suite 3120,West Reading,PA,19611-1412,(484)628-8843,Gayle Baumann,FALSE,
2918,Neonatology Outpatient- Tower Health Medical Group,301 South Seventh Avenue,Suite 3120,West Reading,PA,19611-1412,(484)628-8843,Gayle Baumann,FALSE,
2918,Neonatology Outpatient- Tower Health Medical Group,301 South Seventh Avenue,Suite 3120,West Reading,PA,19611-1412,(484)628-8843,Gayle Baumann,FALSE,
2918,Neonatology Outpatient- Tower Health Medical Group,301 South Seventh Avenue,Suite 3120,West Reading,PA,19611-1412,(484)628-8843,Gayle Baumann,FALSE,
2918,Neonatology Outpatient- Tower Health Medical Group,301 South Seventh Avenue,Suite 3120,West Reading,PA,19611-1412,(484)628-8843,Gayle Baumann,FALSE,
2918,Neonatology Outpatient- Tower Health Medical Group,301 South Seventh Avenue,Suite 3120,West Reading,PA,19611-1412,(484)628-8843,Gayle Baumann,FALSE,
2918,Neonatology Outpatient- Tower Health Medical Group,301 South Seventh Avenue,Suite 3120,West Reading,PA,19611-1412,(484)628-8843,Gayle Baumann,FALSE,
2918,Neonatology Outpatient- Tower Health Medical Group,301 South Seventh Avenue,Suite 3120,West Reading,PA,19611-1412,(484)628-8843,Gayle Baumann,FALSE,
2919,Reading Hospital,TLL,PO Box 16052,Reading,PA,19612-6052,,Tristine Mack (ext. 6578),FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3023,Trauma - Tower Health Medical Group,The Reading Hospital,420 South Fifth Avenue,West Reading,PA,19611-1412,(484)628-4879,Pauline Keys,FALSE,
3043,Reading Hospital Internal Medicine Practice,301 S 7th Avenue,Suite 340,West Reading,PA,19611,(484)628-8480,Gizelle Kremp,FALSE,
3043,Reading Hospital Internal Medicine Practice,301 S 7th Avenue,Suite 340,West Reading,PA,19611,(484)628-8480,Gizelle Kremp,FALSE,
3043,Reading Hospital Internal Medicine Practice,301 S 7th Avenue,Suite 340,West Reading,PA,19611,(484)628-8480,Gizelle Kremp,FALSE,
3043,Reading Hospital Internal Medicine Practice,301 S 7th Avenue,Suite 340,West Reading,PA,19611,(484)628-8480,Gizelle Kremp,FALSE,
3043,Reading Hospital Internal Medicine Practice,301 S 7th Avenue,Suite 340,West Reading,PA,19611,(484)628-8480,Gizelle Kremp,FALSE,
3043,Reading Hospital Internal Medicine Practice,301 S 7th Avenue,Suite 340,West Reading,PA,19611,(484)628-8480,Gizelle Kremp,FALSE,
3043,Reading Hospital Internal Medicine Practice,301 S 7th Avenue,Suite 340,West Reading,PA,19611,(484)628-8480,Gizelle Kremp,FALSE,
3047,Reading Hospital Occupational Health Services,1000 Tuckerton Court,,Reading,PA,19605,,Beth Roussel,FALSE,
3047,Reading Hospital Occupational Health Services,1000 Tuckerton Court,,Reading,PA,19605,,Beth Roussel,FALSE,
3047,Reading Hospital Occupational Health Services,1000 Tuckerton Court,,Reading,PA,19605,,Beth Roussel,FALSE,
3070,"Reading Nephrology, Ltd",1030 Reed Avenue,Suite 114,Wyomissing,PA,19610,,Kimberly Schaeffer (kims@readingnephrology.com),FALSE,
3070,"Reading Nephrology, Ltd",1030 Reed Avenue,Suite 114,Wyomissing,PA,19610,,Kimberly Schaeffer (kims@readingnephrology.com),FALSE,
3070,"Reading Nephrology, Ltd",1030 Reed Avenue,Suite 114,Wyomissing,PA,19610,,Kimberly Schaeffer (kims@readingnephrology.com),FALSE,
3070,"Reading Nephrology, Ltd",1030 Reed Avenue,Suite 114,Wyomissing,PA,19610,,Kimberly Schaeffer (kims@readingnephrology.com),FALSE,
3070,"Reading Nephrology, Ltd",1030 Reed Avenue,Suite 114,Wyomissing,PA,19610,,Kimberly Schaeffer (kims@readingnephrology.com),FALSE,
3070,"Reading Nephrology, Ltd",1030 Reed Avenue,Suite 114,Wyomissing,PA,19610,,Kimberly Schaeffer (kims@readingnephrology.com),FALSE,
3070,"Reading Nephrology, Ltd",1030 Reed Avenue,Suite 114,Wyomissing,PA,19610,,Kimberly Schaeffer (kims@readingnephrology.com),FALSE,
3070,"Reading Nephrology, Ltd",1030 Reed Avenue,Suite 114,Wyomissing,PA,19610,,Kimberly Schaeffer (kims@readingnephrology.com),FALSE,
3075,Reading Oral Surgery Group,517 East Lancaster Avenue,,Shillington,PA,19607,,,FALSE,
3081,Reading Orthodontic Group,1268 Penn Avenue,,Wyomissing,PA,19610,,Beth Daly,FALSE,
3108,Reading Urology,1829 New Holland Road,Suite 5,Shillington,PA,19607,,Missy Leonard,FALSE,
3134,Berks Schuylkill Respiratory Specialists Ltd,2608 Keiser Blvd,,Wyomissing,PA,19610,,Stacey Hamilton (Ext 179),FALSE,
3134,Berks Schuylkill Respiratory Specialists Ltd,2608 Keiser Blvd,,Wyomissing,PA,19610,,Stacey Hamilton (Ext 179),FALSE,
3134,Berks Schuylkill Respiratory Specialists Ltd,2608 Keiser Blvd,,Wyomissing,PA,19610,,Stacey Hamilton (Ext 179),FALSE,
3134,Berks Schuylkill Respiratory Specialists Ltd,2608 Keiser Blvd,,Wyomissing,PA,19610,,Stacey Hamilton (Ext 179),FALSE,
3134,Berks Schuylkill Respiratory Specialists Ltd,2608 Keiser Blvd,,Wyomissing,PA,19610,,Stacey Hamilton (Ext 179),FALSE,
3134,Berks Schuylkill Respiratory Specialists Ltd,2608 Keiser Blvd,,Wyomissing,PA,19610,,Stacey Hamilton (Ext 179),FALSE,
3134,Berks Schuylkill Respiratory Specialists Ltd,2608 Keiser Blvd,,Wyomissing,PA,19610,,Stacey Hamilton (Ext 179),FALSE,
3134,Berks Schuylkill Respiratory Specialists Ltd,2608 Keiser Blvd,,Wyomissing,PA,19610,,Stacey Hamilton (Ext 179),FALSE,
