PRACT_ID,FacCode,Current_status,Status_category,Primary_facility,Department_name,Section_Name
54046,CHH,Active,Consulting,FALSE,Medicine,Neurology
54049,CHH,Active,Active with Privileges,TRUE,Medicine,Infectious Diseases
54051,CHH,Active,AHP- Active,TRUE,Anesthesiology,
54055,CHH,Active,Active with Privileges,TRUE,Medicine,Internal Medicine
54118,CHH,Active,Active with Privileges,TRUE,Medicine,Hematology and Oncology
54140,CHH,Active,Active with Privileges,TRUE,Obstetrics & Gynecology,
54142,CHH,Active,Active with Privileges,TRUE,Pathology and Laboratory Medicine,
54146,CHH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
54153,CHH,Active,Active with Privileges,TRUE,Obstetrics & Gynecology,
54162,CHH,Active,Active with Privileges,TRUE,Medicine,Internal Medicine
54172,CHH,Active,AHP- Active,FALSE,Anesthesiology,
54202,CHH,Active,Active with Privileges,TRUE,Radiology,
54214,CHH,Active,Consulting,TRUE,Radiology,Telemedicine
54217,CHH,Active,Active with Privileges,TRUE,Surgery,Otolaryngology
54226,CHH,Active,Active with Privileges,TRUE,Surgery,Podiatric Surgery
54229,CHH,Active,Active with Privileges,TRUE,Medicine,Cardiology
54241,CHH,Active,Active with Privileges,TRUE,Anesthesiology,
54256,CHH,Active,Consulting,TRUE,Radiology,Telemedicine
54257,CHH,Active,Active with Privileges,TRUE,Medicine,Hematology and Oncology
54277,CHH,Active,Consulting,TRUE,Medicine,Neurology
54310,CHH,Active,Active with Privileges,TRUE,Surgery,Neurologic Surgery
54334,CHH,Active,Active with Privileges,TRUE,Medicine,Family Practice
54335,CHH,Active,Consulting,TRUE,Radiology,Telemedicine
54339,CHH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
54348,CHH,Active,Affiliate,TRUE,Medicine,Internal Medicine
54356,CHH,Active,Consulting,TRUE,Radiology,Telemedicine
54360,CHH,Active,Active with Privileges,TRUE,Surgery,Neurologic Surgery
54369,CHH,Active,Consulting,FALSE,Medicine,Neurology
54403,CHH,Active,Affiliate,TRUE,Medicine,Family Practice
54406,CHH,Active,Active with Privileges,TRUE,Radiology,
54415,CHH,Active,Consulting,TRUE,Radiology,Radiation Oncology
54450,CHH,Active,Affiliate,TRUE,Surgery,Ophthalmology
54548,CHH,Active,Affiliate,TRUE,Surgery,Ophthalmology
54598,CHH,Active,Active with Privileges,TRUE,Medicine,Pulmonary Medicine
54608,CHH,Active,Active with Privileges,TRUE,Medicine,Pulmonary Medicine
54613,CHH,Active,Active with Privileges,TRUE,Surgery,General Surgery
54623,CHH,Active,Affiliate,TRUE,Surgery,Ophthalmology
54635,CHH,Active,Affiliate,TRUE,Medicine,Family Practice
54715,CHH,Active,Active with Privileges,TRUE,Radiology,
54734,CHH,Active,Consulting,TRUE,Medicine,Neurology
54778,CHH,Active,Active with Privileges,TRUE,Medicine,Pulmonary Medicine
54799,CHH,Active,Active with Privileges,TRUE,Surgery,Podiatric Surgery
54813,CHH,Active,Consulting,TRUE,Radiology,Telemedicine
54820,CHH,Active,Active with Privileges,TRUE,Surgery,Urology
54824,CHH,Active,AHP- Active,TRUE,Surgery,
54837,CHH,Active,Courtesy,TRUE,Pediatrics,Pediatric Cardiology
54841,CHH,Active,Consulting,TRUE,Radiology,Telemedicine
54875,CHH,Active,Consulting,TRUE,Radiology,Telemedicine
54889,CHH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
54896,CHH,Active,Consulting,TRUE,Medicine,
54924,CHH,Active,Consulting,TRUE,Medicine,Neurology
54934,CHH,Active,Consulting,TRUE,Surgery,Cardiothoracic Surgery
54957,CHH,Active,Consulting,TRUE,Radiology,Telemedicine
54963,CHH,Active,Active with Privileges,TRUE,Medicine,Internal Medicine
54966,CHH,Active,Active with Privileges,TRUE,Medicine,Family Practice
54974,CHH,Active,Active with Privileges,TRUE,Surgery,Podiatric Surgery
55013,CHH,Active,Affiliate,TRUE,Surgery,Ophthalmology
55022,CHH,Active,Active with Privileges,TRUE,Radiology,
55040,CHH,Active,Consulting,TRUE,Radiology,Telemedicine
55051,CHH,Active,Consulting,TRUE,Medicine,Hematology and Oncology
55058,CHH,Active,Active with Privileges,TRUE,Medicine,Gastroenterology
55081,CHH,Active,Consulting,TRUE,Radiology,Telemedicine
55088,CHH,Active,Active with Privileges,TRUE,Surgery,Otolaryngology
55110,CHH,Active,AHP- Active,TRUE,Psychiatry,
55112,CHH,Active,Consulting,TRUE,Radiology,Telemedicine
55114,CHH,Active,Consulting,TRUE,Radiology,Telemedicine
55130,CHH,Active,Active with Privileges,TRUE,Obstetrics & Gynecology,
55147,CHH,Active,Active with Privileges,TRUE,Obstetrics & Gynecology,
55155,CHH,Active,Consulting,TRUE,Radiology,Telemedicine
55169,CHH,Active,Active with Privileges,TRUE,Medicine,Hematology and Oncology
55177,CHH,Active,Consulting,TRUE,Radiology,Telemedicine
55178,CHH,Active,Consulting,TRUE,Radiology,Telemedicine
55186,CHH,Active,AHP- Active,TRUE,Medicine,Psychiatry
55190,CHH,Active,Active with Privileges,TRUE,Anesthesiology,
55192,CHH,Active,Courtesy,TRUE,Anesthesiology,
55194,CHH,Active,Active with Privileges,FALSE,Anesthesiology,
55197,CHH,Active,Consulting,TRUE,Medicine,Neurology
55210,CHH,Active,Consulting,TRUE,Radiology,Telemedicine
55223,CHH,Active,Active with Privileges,TRUE,Surgery,General Surgery
55241,CHH,Active,Consulting,TRUE,Radiology,Telemedicine
55249,CHH,Active,AHP- Active,FALSE,Anesthesiology,
55260,CHH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
55267,CHH,Active,Active with Privileges,TRUE,Medicine,Allergy & Immunology
55276,CHH,Active,Active with Privileges,TRUE,Medicine,Internal Medicine
55287,CHH,Active,Active with Privileges,TRUE,Medicine,Internal Medicine
55291,CHH,Active,Consulting,TRUE,Medicine,Neurology
55302,CHH,Active,Active with Privileges,TRUE,Medicine,Pulmonary Medicine
55308,CHH,Active,Active with Privileges,TRUE,Medicine,Pulmonary Medicine
55309,CHH,Active,Active with Privileges,TRUE,Medicine,Infectious Diseases
55343,CHH,Active,Active with Privileges,TRUE,Surgery,General Surgery
55363,CHH,Active,AHP- Active,TRUE,Anesthesiology,
55369,CHH,Active,Active with Privileges,TRUE,Surgery,General Surgery
55370,CHH,Active,Active with Privileges,TRUE,Surgery,General Surgery
55383,CHH,Active,Active with Privileges,TRUE,Surgery,General Surgery
55387,CHH,Active,Active with Privileges,TRUE,Surgery,General Surgery
55389,CHH,Active,Active with Privileges,TRUE,Surgery,General Surgery
55391,CHH,Active,AHP- Active,TRUE,Medicine,Psychiatry
55393,CHH,Active,Active with Privileges,TRUE,Surgery,Neurologic Surgery
55406,CHH,Active,Active with Privileges,TRUE,Emergency Medicine,
55410,CHH,Active,AHP- Active,TRUE,Anesthesiology,
55415,CHH,Active,Active with Privileges,TRUE,Radiology,Radiation Oncology
55432,CHH,Active,AHP- Active,TRUE,Emergency Medicine,
55435,CHH,Active,Consulting,TRUE,Radiology,Telemedicine
55446,CHH,Active,AHP- Active,TRUE,Medicine,Hematology and Oncology
55476,CHH,Active,Active with Privileges,TRUE,Surgery,Plastic Surgery
55481,CHH,Active,AHP- Active,TRUE,Surgery,
55499,CHH,Active,Active with Privileges,TRUE,Anesthesiology,
55502,CHH,Active,AHP- Active,TRUE,Surgery,
55504,CHH,Active,Affiliate,TRUE,Medicine,Family Practice
55512,CHH,Active,Active with Privileges,TRUE,Radiology,Radiation Oncology
55517,CHH,Active,Active with Privileges,TRUE,Medicine,Gastroenterology
55518,CHH,Active,Active with Privileges,TRUE,Medicine,Gastroenterology
55520,CHH,Active,Active with Privileges,TRUE,Medicine,Gastroenterology
55521,CHH,Active,Active with Privileges,TRUE,Medicine,Gastroenterology
55526,CHH,Active,Active with Privileges,TRUE,Surgery,Plastic Surgery
55528,CHH,Active,Active with Privileges,TRUE,Medicine,Gastroenterology
55529,CHH,Active,Active with Privileges,TRUE,Medicine,Gastroenterology
55537,CHH,Active,Consulting,TRUE,Pediatrics,Pediatric Cardiology
55556,CHH,Active,AHP- Active,TRUE,Surgery,Obstetrics & Gynecology
55581,CHH,Active,AHP- Active,TRUE,Medicine,Palliative Medicine
55595,CHH,Active,Active with Privileges,TRUE,Medicine,Internal Medicine
55616,CHH,Active,Active with Privileges,TRUE,Medicine,Cardiology
55635,CHH,Active,Consulting,TRUE,Pediatrics,Pediatric Cardiology
55636,CHH,Active,Active with Privileges,TRUE,Medicine,Endocrinology & Metabolism
55637,CHH,Active,Consulting,TRUE,Pediatrics,Pediatric Cardiology
55642,CHH,Active,Consulting,TRUE,Medicine,Cardiology
55647,CHH,Active,Active with Privileges,TRUE,Emergency Medicine,
55658,CHH,Active,Active with Privileges,TRUE,Surgery,General Surgery
55660,CHH,Active,Active with Privileges,TRUE,Medicine,Palliative Medicine
55676,CHH,Active,Active with Privileges,TRUE,Emergency Medicine,
55688,CHH,Active,AHP- Active,TRUE,Emergency Medicine,
55707,CHH,Active,Active with Privileges,TRUE,Anesthesiology,
55715,CHH,Active,Active with Privileges,TRUE,Surgery,Urology
55719,CHH,Active,Active with Privileges,TRUE,Surgery,Obstetrics & Gynecology
55720,CHH,Active,Active with Privileges,TRUE,Surgery,Obstetrics & Gynecology
55721,CHH,Active,Temporary Privileges,TRUE,,
55723,CHH,Active,Active with Privileges,TRUE,Surgery,Obstetrics & Gynecology
55724,CHH,Active,Active with Privileges,TRUE,Emergency Medicine,
55728,CHH,Active,Consulting,TRUE,Medicine,Neurology
55729,CHH,Active,AHP- Active,FALSE,Anesthesiology,
55730,CHH,Active,Active with Privileges,TRUE,Surgery,Obstetrics & Gynecology
55753,CHH,Active,Active with Privileges,TRUE,Medicine,Family Practice
55754,CHH,Active,Affiliate,TRUE,Medicine,Family Practice
55755,CHH,Active,Active with Privileges,TRUE,Medicine,Family Practice
55756,CHH,Active,Temporary Privileges,TRUE,,
55757,CHH,Active,Temporary Privileges,TRUE,Surgery,Obstetrics & Gynecology
55758,CHH,Active,Temporary Privileges,TRUE,,
55759,CHH,Active,Affiliate,TRUE,Medicine,Family Practice
55760,CHH,Active,Active with Privileges,TRUE,Medicine,Family Practice
55761,CHH,Active,Affiliate,TRUE,Medicine,Family Practice
55762,CHH,Active,Affiliate,TRUE,Medicine,Family Practice
55763,CHH,Active,Active with Privileges,TRUE,Medicine,Family Practice
55765,CHH,Active,Active with Privileges,TRUE,Medicine,Family Practice
55770,CHH,Active,Active with Privileges,TRUE,Medicine,Family Practice
55771,CHH,Active,Affiliate,TRUE,Medicine,Family Practice
55772,CHH,Active,Active with Privileges,TRUE,Medicine,Family Practice
55774,CHH,Active,Active with Privileges,TRUE,Medicine,Family Practice
55776,CHH,Active,Temporary Privileges,TRUE,,
55777,CHH,Active,Active with Privileges,TRUE,Medicine,Family Practice
55779,CHH,Active,Temporary Privileges,TRUE,Medicine,Nephrology
55780,CHH,Active,Temporary Privileges,TRUE,Medicine,Nephrology
55781,CHH,Active,Temporary Privileges,TRUE,Medicine,Nephrology
55782,CHH,Active,Temporary Privileges,TRUE,Medicine,Nephrology
55783,CHH,Active,Temporary Privileges,TRUE,Medicine,Nephrology
55784,CHH,Active,Temporary Privileges,TRUE,Medicine,Nephrology
55785,CHH,Active,Temporary Privileges,TRUE,Medicine,Nephrology
55786,CHH,Active,Temporary Privileges,TRUE,Medicine,Nephrology
55787,CHH,Active,Temporary Privileges,TRUE,Medicine,Nephrology
55788,CHH,Active,Temporary Privileges,TRUE,Medicine,Nephrology
55790,CHH,Active,Temporary Privileges,TRUE,,
55792,CHH,Active,Affiliate,TRUE,Medicine,Family Practice
55800,CHH,Active,Affiliate,TRUE,Medicine,Family Practice
55815,CHH,Active,Temporary Privileges,TRUE,Medicine,Rheumatology
55816,CHH,Active,Temporary Privileges,TRUE,Medicine,Rheumatology
55835,CHH,Active,Temporary Privileges,TRUE,Medicine,Internal Medicine
55840,CHH,Active,Active with Privileges,TRUE,Medicine,Internal Medicine
55842,CHH,Active,Temporary Privileges,TRUE,Medicine,Internal Medicine
55849,CHH,Active,Temporary Privileges,TRUE,Medicine,Rheumatology
55870,CHH,Active,Temporary Privileges,TRUE,Medicine,Rheumatology
1270,JH,Active,Active with Privileges,FALSE,Medicine,Radiology Diagnostic
2254,JH,Active,Active with Privileges,FALSE,Medicine,Radiology Diagnostic
3315,JH,Active,Active with Privileges,FALSE,Medicine,Radiology Diagnostic
3369,JH,Active,Active with Privileges,FALSE,Medicine,Radiology Diagnostic
3479,JH,Active,Active with Privileges,FALSE,Medicine,Gastroenterology
3708,JH,Active,Active with Privileges,FALSE,Medicine,Occupational Medicine
3978,JH,Active,Active with Privileges,FALSE,Medicine,Hospitalists
5231,JH,Active,Active with Privileges,FALSE,Medicine,Radiology Diagnostic
5890,JH,Active,Active with Privileges,FALSE,Medicine,Radiology Diagnostic
5891,JH,Active,Active with Privileges,FALSE,Medicine,Radiology Diagnostic
6521,JH,Active,Courtesy,FALSE,Surgery,Ophthalmology
6777,JH,Active,Active with Privileges,FALSE,Medicine,Radiology
6779,JH,Active,Active with Privileges,FALSE,Medicine,Gastroenterology
6815,JH,Active,Active with Privileges,FALSE,Medicine,Radiology
7235,JH,Active,Active with Privileges,FALSE,Medicine,Radiology
8295,JH,Active,Active with Privileges,FALSE,Medicine,Radiology Diagnostic
8629,JH,Active,Active with Privileges,FALSE,Medicine,TeleNeuro
9034,JH,Active,Active with Privileges,FALSE,Medicine,Radiology Diagnostic
9227,JH,Active,Active with Privileges,FALSE,Medicine,Gastroenterology
9549,JH,Active,Active with Privileges,FALSE,Medicine,Gastroenterology
10039,JH,Active,Active with Privileges,FALSE,Medicine,Radiology
10217,JH,Active,Active with Privileges,FALSE,Medicine,Cardiovascular Disease
10457,JH,Active,AHP- Active,FALSE,Medicine,Emergency Medicine
10688,JH,Active,Active with Privileges,FALSE,Medicine,Occupational Medicine
10773,JH,Active,Active with Privileges,TRUE,Medicine,Radiology Diagnostic
50013,JH,Active,Courtesy,FALSE,Medicine,TeleNeuro
50030,JH,Active,Courtesy,FALSE,Surgery,Plastic & Reconstructive Surgery
50039,JH,Active,Active with Privileges,FALSE,Medicine,Cardiovascular Disease
50108,JH,Active,Telemedicine,TRUE,Medicine,Radiology Diagnostic
50207,JH,Active,Active with Privileges,TRUE,Medicine,Pulmonary Disease
50258,JH,Active,Active with Privileges,FALSE,Surgery,Anesthesiology
50261,JH,Active,Courtesy,FALSE,Medicine,Sleep Medicine
50301,JH,Active,Active with Privileges,FALSE,Medicine,Emergency Medicine
50312,JH,Active,Telemedicine,TRUE,Medicine,Radiology
50327,JH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
50385,JH,Active,Active with Privileges,FALSE,Medicine,Hospitalists
50389,JH,Active,AHP- Active,TRUE,Medicine,Emergency Medicine
50414,JH,Active,AHP- Active,FALSE,Medicine,Nephrology
50438,JH,Active,AHP- Active,FALSE,Medicine,Gastroenterology
50460,JH,Active,Active with Privileges,TRUE,Surgery,Obstetrics & Gynecology
50485,JH,Active,Courtesy,FALSE,Medicine,Cardiovascular Disease
50548,JH,Active,Telemedicine,FALSE,Medicine,TeleNeuro
50558,JH,Active,Affiliate,TRUE,Medicine,Family Practice
50578,JH,Active,Active with Privileges,TRUE,Surgery,Ophthalmology
50655,JH,Active,Telemedicine,TRUE,Medicine,Radiology Diagnostic
50706,JH,Active,Active with Privileges,TRUE,Surgery,Podiatric Surgery
50794,JH,Active,Courtesy,TRUE,Medicine,Cardiovascular Disease
50802,JH,Active,Active with Privileges,TRUE,Medicine,Gastroenterology
50818,JH,Active,Courtesy,FALSE,Medicine,Radiation Oncology
50873,JH,Active,Active with Privileges,TRUE,Medicine,Hematology and Oncology
50918,JH,Active,Courtesy,TRUE,Surgery,Podiatric Surgery
50923,JH,Active,Active with Privileges,FALSE,Medicine,Emergency Medicine
50932,JH,Active,Courtesy,FALSE,Surgery,Otolaryngology
50975,JH,Active,Courtesy,FALSE,Surgery,Anesthesiology
51012,JH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
51041,JH,Active,Active with Privileges,TRUE,Medicine,Emergency Medicine
51073,JH,Active,Active with Privileges,TRUE,Surgery,Urology
51110,JH,Active,AHP- Active,TRUE,Surgery,Anesthesiology
51111,JH,Active,Telemedicine,TRUE,Medicine,Radiology
51117,JH,Active,Courtesy,FALSE,Medicine,TeleNeuro
51150,JH,Active,Active with Privileges,TRUE,Medicine,Gastroenterology
51274,JH,Active,AHP- Active,TRUE,Surgery,Orthopaedic Surgery
51275,JH,Active,Courtesy,FALSE,Medicine,TeleNeuro
51306,JH,Active,AHP- Active,TRUE,Surgery,Anesthesiology
51401,JH,Active,Active with Privileges,TRUE,Surgery,Podiatric Surgery
51403,JH,Active,AHP- Active,TRUE,Surgery,Anesthesiology
51405,JH,Active,Active with Privileges,TRUE,Surgery,Anesthesiology
51407,JH,Active,Active with Privileges,TRUE,Medicine,Radiology Diagnostic
51423,JH,Active,Telemedicine,TRUE,Medicine,Radiology Diagnostic
51426,JH,Active,Active with Privileges,TRUE,Surgery,Otolaryngology
51522,JH,Active,Courtesy,TRUE,Surgery,Ophthalmology
51539,JH,Active,Active with Privileges,FALSE,Medicine,Nephrology
51581,JH,Active,Affiliate,TRUE,Medicine,Family Practice
51624,JH,Active,Active with Privileges,FALSE,Medicine,Hospitalists
51651,JH,Active,AHP- Active,TRUE,Medicine,Nephrology
51660,JH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
51685,JH,Active,Courtesy,TRUE,Surgery,Podiatric Surgery
51696,JH,Active,Active with Privileges,TRUE,Surgery,Anesthesiology
51712,JH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
51750,JH,Active,Active with Privileges,TRUE,Medicine,Emergency Medicine
51805,JH,Active,AHP- Active,FALSE,Medicine,Telemedicine - Psychiatry
51808,JH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
51869,JH,Active,Telemedicine,FALSE,Medicine,TeleNeuro
51894,JH,Active,AHP- Active,TRUE,Surgery,Anesthesiology
51902,JH,Active,Active with Privileges,TRUE,Medicine,Hospitalists
51938,JH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
51959,JH,Active,Active with Privileges,FALSE,Medicine,Hospitalists
52000,JH,Active,Active with Privileges,TRUE,Medicine,Nephrology
52065,JH,Active,Active with Privileges,TRUE,Surgery,Oral and Maxillofacial Surgery
52091,JH,Active,Active without Privileges,TRUE,Medicine,Family Practice
52137,JH,Active,Active with Privileges,TRUE,Surgery,General Surgery
52238,JH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
52243,JH,Active,Active with Privileges,FALSE,Medicine,Emergency Medicine
52245,JH,Active,Courtesy,FALSE,Surgery,Anesthesiology
52272,JH,Active,AHP- Active,TRUE,Medicine,Hospitalists
52367,JH,Active,Active with Privileges,TRUE,Medicine,Cardiovascular Disease
52424,JH,Active,Courtesy,TRUE,Surgery,Podiatric Surgery
52455,JH,Active,Active with Privileges,TRUE,Surgery,Anesthesiology
52482,JH,Active,Active with Privileges,TRUE,Medicine,Emergency Medicine
52483,JH,Active,Active with Privileges,TRUE,Medicine,Family Practice
52484,JH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
52504,JH,Active,AHP- Active,TRUE,Surgery,Anesthesiology
52535,JH,Active,Active with Privileges,FALSE,Medicine,Emergency Medicine
52636,JH,Active,Active with Privileges,TRUE,Surgery,Podiatric Surgery
52645,JH,Active,Affiliate,TRUE,Medicine,Rheumatology
52646,JH,Active,Active with Privileges,TRUE,Medicine,Nephrology
52670,JH,Active,Active with Privileges,TRUE,Medicine,Hematology and Oncology
52731,JH,Active,AHP- Active,FALSE,Medicine,Gastroenterology
52739,JH,Active,AHP- Active,TRUE,Surgery,Anesthesiology
52746,JH,Active,Active with Privileges,TRUE,Medicine,Pathology
52767,JH,Active,Affiliate,TRUE,Medicine,Family Practice
52788,JH,Active,Affiliate,TRUE,Medicine,Family Practice
52828,JH,Active,Affiliate,TRUE,Medicine,Family Practice
52866,JH,Active,Courtesy,TRUE,Surgery,Orthopaedic Surgery
52931,JH,Active,Active with Privileges,TRUE,Surgery,General Surgery
52956,JH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
53004,JH,Active,Coverage,TRUE,Medicine,Hematology and Oncology
53010,JH,Active,Telemedicine,FALSE,Medicine,TeleNeuro
53044,JH,Active,Integrated Network,TRUE,Medicine,Family Practice
53067,JH,Active,Active with Privileges,TRUE,Medicine,Hospitalists
53221,JH,Active,Active with Privileges,TRUE,Medicine,Nephrology
53264,JH,Active,Active with Privileges,FALSE,Medicine,Hospitalists
53293,JH,Active,Courtesy,TRUE,Medicine,Hematology and Oncology
53339,JH,Active,AHP- Active,TRUE,Medicine,Emergency Medicine
53345,JH,Active,Active with Privileges,TRUE,Surgery,Podiatric Surgery
53371,JH,Active,Active with Privileges,FALSE,Medicine,Neurology
53378,JH,Active,AHP- Active,TRUE,Surgery,Anesthesiology
53439,JH,Active,Active with Privileges,TRUE,Surgery,Ophthalmology
53467,JH,Active,Active with Privileges,TRUE,Medicine,Nephrology
53496,JH,Active,Active with Privileges,TRUE,Medicine,Nephrology
53499,JH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
53718,JH,Active,Active with Privileges,TRUE,Surgery,Ophthalmology
53733,JH,Active,Telemedicine,TRUE,Medicine,Neurology
53809,JH,Active,Active with Privileges,FALSE,Medicine,Emergency Medicine
53863,JH,Active,Active with Privileges,FALSE,Medicine,Emergency Medicine
53874,JH,Active,AHP- Active,FALSE,Medicine,Gastroenterology
53899,JH,Active,Active with Privileges,TRUE,Surgery,Anesthesiology
53915,JH,Active,Active,FALSE,Medicine,TeleNeuro
54015,JH,Active,AHP- Active,FALSE,Medicine,Hospitalists
54017,JH,Active,Courtesy,FALSE,Surgery,Otolaryngology
54031,JH,Active,Telemedicine,TRUE,Medicine,Radiology
54037,JH,Active,Active with Privileges,FALSE,Medicine,Telemedicine - Psychiatry
54046,JH,Active,Telemedicine,FALSE,Medicine,TeleNeuro
54080,JH,Active,Active with Privileges,TRUE,Medicine,Pathology
54090,JH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
54093,JH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
54112,JH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
54116,JH,Active,Courtesy,TRUE,Surgery,Ophthalmology
54241,JH,Active,Courtesy,FALSE,Surgery,Anesthesiology
54244,JH,Active,Active with Privileges,FALSE,Medicine,Hospitalists
54250,JH,Active,Active without Privileges,TRUE,Medicine,Family Practice
54277,JH,Active,Courtesy,FALSE,Medicine,TeleNeuro
54280,JH,Active,Active with Privileges,TRUE,Medicine,Infectious Diseases
54332,JH,Active,AHP- Active,TRUE,Medicine,Hospitalists
54344,JH,Active,Courtesy,FALSE,Medicine,Radiation Oncology
54369,JH,Active,Courtesy,FALSE,Medicine,TeleNeuro
54387,JH,Active,Active with Privileges,TRUE,Medicine,Nephrology
54401,JH,Active,Courtesy,TRUE,Medicine,Neurology
54407,JH,Active,Active with Privileges,TRUE,Surgery,Plastic & Reconstructive Surgery
54416,JH,Active,Active,TRUE,Medicine,Radiology
54569,JH,Active,AHP- Active,TRUE,Surgery,Anesthesiology
54570,JH,Active,AHP- Active,TRUE,Medicine,Cardiovascular Disease
54650,JH,Active,Active with Privileges,TRUE,Medicine,Emergency Medicine
54725,JH,Active,Active with Privileges,FALSE,Medicine,Hospitalists
54734,JH,Active,Courtesy,FALSE,Medicine,TeleNeuro
54746,JH,Active,Active with Privileges,TRUE,Medicine,Emergency Medicine
54785,JH,Active,Courtesy,TRUE,Medicine,Radiology Diagnostic
54806,JH,Active,Active with Privileges,FALSE,Medicine,Hospitalists
54883,JH,Active,Courtesy,FALSE,Medicine,Radiology
54888,JH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
54897,JH,Active,Active with Privileges,TRUE,Surgery,Otolaryngology
54924,JH,Active,Telemedicine,FALSE,Medicine,TeleNeuro
55142,JH,Active,Courtesy,TRUE,Medicine,Hematology and Oncology
55182,JH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
55190,JH,Active,Active with Privileges,FALSE,Surgery,Anesthesiology
55197,JH,Active,Telemedicine,FALSE,Medicine,TeleNeuro
55201,JH,Active,Active with Privileges,TRUE,Medicine,Hospitalists
55206,JH,Active,Active with Privileges,TRUE,Medicine,Pathology
55214,JH,Active,Telemedicine,TRUE,Medicine,Radiology Diagnostic
55256,JH,Active,Active with Privileges,TRUE,Medicine,Gastroenterology
55259,JH,Active,Active with Privileges,TRUE,Medicine,Hospitalists
55264,JH,Active,Telemedicine,TRUE,Medicine,Radiology
55280,JH,Active,Telemedicine,TRUE,Medicine,Radiology
55291,JH,Active,Courtsey,FALSE,Medicine,TeleNeuro
55296,JH,Active,Courtesy,FALSE,Medicine,Telemedicine - Psychiatry
55306,JH,Active,Telemedicine,TRUE,Medicine,Radiology Diagnostic
55322,JH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
55336,JH,Active,Active with Privileges,TRUE,Medicine,Radiology
55345,JH,Active,Active with Privileges,TRUE,Medicine,Hematology and Oncology
55374,JH,Active,Active with Privileges,TRUE,Surgery,
55399,JH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
55402,JH,Active,AHP- Active,TRUE,Medicine,Hospitalists
55403,JH,Active,AHP- Active,TRUE,Medicine,Hospitalists
55411,JH,Active,Affiliate,TRUE,Medicine,Family Practice
55413,JH,Active,AHP- Active,TRUE,Medicine,Hospitalists
55469,JH,Active,Affiliate,TRUE,Medicine,Family Practice
55487,JH,Active,AHP- Active,TRUE,Medicine,Emergency Medicine
55600,JH,Active,Active with Privileges,TRUE,Medicine,Hospitalists
55619,JH,Active,Active with Privileges,TRUE,Medicine,Emergency Medicine
55633,JH,Active,Active with Privileges,FALSE,Surgery,Otolaryngology
55638,JH,Active,Active with Privileges,FALSE,Medicine,Emergency Medicine
55673,JH,Active,Locum Tenens,TRUE,Surgery,Urology
55736,JH,Active,Locum Tenens,TRUE,Medicine,Cardiovascular Disease
2988,PHNH,Active,Affiliate,TRUE,Obstetrics & Gynecology,
3182,PHNH,Active,Courtesy,FALSE,Surgery,Ophthalmology
3392,PHNH,Active,Active with Privileges,FALSE,Emergency Medicine,
3889,PHNH,Active,Active with Privileges,FALSE,Emergency Medicine,
4485,PHNH,Active,Courtesy,FALSE,Surgery,Podiatric Surgery
5410,PHNH,Active,Active with Privileges,FALSE,Emergency Medicine,
5417,PHNH,Active,Courtesy,FALSE,Surgery,Ophthalmology
5486,PHNH,Active,Active with Privileges,FALSE,Emergency Medicine,
5693,PHNH,Active,Active with Privileges,FALSE,Emergency Medicine,
5694,PHNH,Active,Courtesy,FALSE,Medicine,Nephrology
5727,PHNH,Active,Active with Privileges,TRUE,Surgery,Podiatric Surgery
5917,PHNH,Active,Active with Privileges,TRUE,Medicine,Gastroenterology
6087,PHNH,Active,Active with Privileges,TRUE,Pediatrics,
6252,PHNH,Active,AHP- Active,FALSE,Anesthesiology,
6998,PHNH,Active,Affiliate,TRUE,Surgery,Plastic & Reconstructive Surgery
7014,PHNH,Active,Active with Privileges,FALSE,Emergency Medicine,
7157,PHNH,Active,Consulting,FALSE,Medicine,Nephrology
7338,PHNH,Active,AHP- Active,TRUE,Anesthesiology,
7364,PHNH,Active,Consulting,TRUE,Anesthesiology,
7403,PHNH,Active,AHP- Active,FALSE,Anesthesiology,
7603,PHNH,Active,Courtesy,TRUE,Surgery,Plastic & Reconstructive Surgery
7632,PHNH,Active,Courtesy,TRUE,Surgery,Podiatric Surgery
8296,PHNH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
